Family,Genus,1.1_MSU977,12.1_MSU977,13.1_MSU977,14.1_MSU977,15.1_MSU977,17.1_MSU977,22.1_MSU977,23.1_MSU977,24.1_MSU977,26.1_MSU977,28.1_MSU977,31.1_MSU977,32.1_MSU977,33.1_MSU977,35.1_MSU977,37.1_MSU977,39.1_MSU977,4.1_MSU977,5.1_MSU977,9.1_MSU977,10.1_MSU977,11.1_MSU977,16.1_MSU977,18.1_MSU977,19.1_MSU977,2.1_MSU977,20.1_MSU977,21.1_MSU977,25.1_MSU977,29.1r_MSU997,3.1_MSU977,30.1_MSU977,34.1_MSU977,36.1_MSU977,38.1_MSU977,40.1_MSU977,41.1_MSU977,6.1_MSU977,7.1_MSU977,8.1_MSU977,1.2_MSU977,12.2_MSU977,13.2_MSU977,14.2_MSU977,15.2_MSU977,17.2_MSU977,22.2_MSU977,23.2_MSU977,24.2_MSU977,26.2_MSU977,28.2_MSU977,31.2_MSU977,32.2_MSU977,33.2_MSU977,35.2_MSU977,37.2_MSU977,39.2_MSU977,4.2_MSU977,5.2_MSU977,9.2_MSU977,10.2_MSU977,11.2_MSU977,16.2_MSU977,18.2_MSU977,19.2_MSU977,2.2_MSU977,20.2_MSU977,21.2_MSU977,25.2_MSU977,29.2_MSU977,3.2_MSU977,30.2_MSU977,34.2_MSU977,36.2_MSU977,38.2_MSU977,40.2_MSU977,41.2_MSU977,6.2_MSU977,7.2_MSU977,8.2_MSU977,1.5_MSU977,12.5_MSU977,13.5_MSU977,14.5_MSU977,15.5_MSU977,17.5_MSU977,22.5_MSU977,23.5_MSU977,24.5_MSU977,26.5_MSU977,28.5_MSU977,31.5_MSU977,32.5_MSU977,33.5_MSU977,35.5_MSU977,37.5_MSU977,39.5_MSU977,4.5_MSU977,5.5_MSU977,9.5_MSU977,10.5_MSU977,11.5_MSU977,16.5_MSU977,18.5_MSU977,19.5_MSU977,2.5_MSU977,20.5_MSU977,21.5_MSU977,25.5_MSU977,29.5_MSU977,3.5_MSU977,30.5_MSU977,34.5_MSU977,36.5_MSU977,38.5_MSU977,40.5_MSU977,41.5_MSU977,6.5_MSU977,7.5_MSU977,8.5_MSU977,1.7_MSU977,12.7_MSU977,13.7_MSU977,14.7_MSU977,15.7_MSU977,17.7_MSU977,22.7_MSU977,23.7_MSU977,24.7_MSU977,26.7_MSU977,28.7_MSU977,31.7_MSU977,32.7_MSU977,33.7_MSU977,35.7_MSU977,37.7_MSU977,39.7_MSU977,4.7_MSU977,5.7_MSU977,9.7_MSU977,10.7_MSU977,11.7_MSU977,16.7_MSU977,18.7_MSU977,19.7_MSU977,2.7_MSU977,20.7_MSU977,21.7_MSU977,25.7_MSU977,3.7_MSU977,30.7_MSU977,34.7_MSU977,36.7_MSU977,38.7_MSU977,40.7_MSU977,41.7_MSU977,6.7_MSU977,7.7_MSU977,8.7_MSU977
Micromonosporaceae,Micromonospora,0,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31,11.39,7.58,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,11.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.41,0,0,0,0,0,0,14.44,0,0,0,0,0,0,5.81,0,10.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasmataceae,Ureaplasma,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,1.92,0,0,0,0,0,0,0,1.67,0,0,0,1.48,0,2.02,0,0,0,1.67,0,0,0,2.07,0,0,3.29,1.66,0,0,0,0,0,0,0,0,0,0,1.66,0,1.79,0,2.47,0,0,0,0,0,1.68,0,0,1.54,0,0,0,0,0,0,0,0,0,1.86,0,1.53,2.17,0,0,0,0,1.67,0,0,1.57,0,0,2.71,0,0,1.66,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1.74,0,0,0,0,1.7,1.85,0,1.7,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,1.66,0,0,0
Myxococcaceae,Myxococcaceae_u_g,4.13,0,2.86,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,0,0,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrospiraceae,Nitrospiraceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocardiopsaceae,Thermobifida,10.27,8.56,138.43,125.32,85.98,0,0,0,3.24,0,4.57,0,13.13,105.71,51.92,6.8,3.63,0,0,5.91,9.05,9.91,0,0,0,4.57,0,0,2.73,0,9.74,4.4,7.97,227.74,9.76,6.86,18.76,1.93,10.4,0,0,0,0,0,0,0,10.55,0,0,10.75,297.15,227.73,301.99,162.6,181.68,251.77,13.22,0,0,9.54,0,0,0,0,0,0,0,0,0,112.41,0,161.45,215.52,221.14,3.83,10.97,4.56,0,0,5,7.15,11.97,2.85,0,0,132.02,0,0,466.98,127,298.3,3.71,3.2,26.44,19.44,10.1,0,11.31,13.65,0,0,3.82,205.44,48.01,54.6,2.73,157.74,207.76,360.86,50.43,4.4,0,44.92,36.26,3.43,2.36,13.65,6.74,4.03,9.95,0,0,0,0,0,0,0,0,0,16.73,0,1.53,0,25.19,17.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,39.49,3.51,0,15.61,0,0,0
Opitutales_u_f,Opitutales_u_g,0,0,0,0,0,0,0,0,0,9.64,0,0,0,0,0,0,0,0,0,0,186.4,0,0,0,0,0,0,0,0,0,0,12.22,0,0,122.19,0,0,22.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillaceae,Saccharibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0
Pasteurellaceae,Gallibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91,0,0,0,0,0
Peptococcaceae,Desulfotomaculum,1.33,0,1.81,0,0,0,1.77,0,0,0,1.85,0,0,0,0,0,0,2.19,0,4.83,0,0,2.62,0,2.4,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,2.37,0,0,0,0,0,0,0,1.05,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,1.92,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,2.16,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,3.43,0
Peptococcaceae,Peptococcaceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,4.43,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,0,7.13,10.85,0,0,0,0,4.66,0,4.86,0,0,0,0,0,0,0,5.17,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93,0,4.83,4.7,0,0,0,0,5.41,8.88,0,0,0,0,5.72,0,0,0,4.36,0,4.6,0,0,0,0,0,0,4.1,0
Peptoniphilaceae,Anaerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0
Peptoniphilaceae,Helcococcus,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,1.12,1.87,0,0,0,0,0,0,1.16,0,0,0,0,0,13.79,0,0,0,0,0,1.06,0,1.75,0,0,1.61,0,0,3.35,1.08,1.39,0,2.01,1.04,0,0,2.35,0,0,1.71,0,0,0,2.49,2.37,1.82,2.35,1.79,1.03,1.41,2.22,0,2.12,0,1.69,0,1.73,1.4,0,0,0,1.04,1.7,0,2.16,2,1.03,1.65,0,1.22,1.86,0,17.22,1.02,2.38,0,1.33,1.18,1.71,1.18,1.23,0,1.95,1.37,0,0,0,1.71,1.46,1.32,0,1.2,1.44,0,1.33,0,11.36,1.18,1.92,1.89,0,0,1.47,2.13,0,0,0,1.56,0,0,0,0,1.12,0,2.44,0,0,0,2.6,0,0,0,11.33,0,0,2.42,1.29,0,2.46,0,0,0,0,1.2,1.32,1.79,0,1.35,0,0,0,2.9,2.14
Peptoniphilaceae,Parvimonas,0,0,0,4.05,2.26,0,0,0,0,0,0,0,4.24,0,0,0,0,3.43,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,2.41,0,0,1.99,0,1.74,2.47,0,0,0,3.58,0,0,0,0,3.83,0,0,12.71,1.89,2.99,2.9,0,0,0,0,3.15,0,5.57,0,2.13,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,2.18,0,0,6.13,0,0,4.18,0,4.46,0,2.82,0,0,0,0,0,4.76,0,0,0,0,0,2.28,0,3.28,3.63,2.53,3.61,0,0,0,4.9,0,0,2.57,0,0,0,0,0,0,3.99,0,3.43,0,0,5.21,3.46,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,6.05,0,0,2.26,2.13,0,0,0,0,1.81,0,2.52
Peptostreptococcaceae,Intestinibacter,10.23,14.51,24.62,14.06,13.61,56.98,0,25.59,12.47,7.09,0,16.04,0,13.79,12.48,0,0,0,0,28.73,0,0,17.73,64.99,0,9.93,17.21,17.67,16.72,0,0,12.14,15.29,9.75,32.24,17.59,14.95,0,22.33,11.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0,0,0,31.07,7.9,20.35,11.75,0,15.15,0,22.94,0,25.66,0,0,0,11.79,0,17.77,0,0,0,15.31,7.63,0,0,0,10.05,0,0,0,13.4,0,0,8.82,0,0,0
Peptostreptococcaceae,Paeniclostridium,18.2,23.03,13.04,18.94,29.52,6.68,13.98,11.84,22.45,0,18.18,14.85,7.53,27.68,25.88,0,8.45,11.85,0,7.22,15.4,29.53,37.3,23.19,0,20.62,35.62,27.5,8.62,10.6,0,22.25,24.86,15.85,13.15,35.42,30.13,0,36.51,20.6,7.63,0,13.23,0,22.98,0,0,21.75,0,11.03,9.44,0,0,13.83,21.62,0,0,0,0,17.59,0,0,0,11.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,0,0,0,0,0,12.5,0,12.07,16.32,0,0,0,0,0,10.66,0,0,0,0,11.4,0,0,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,10.3,11.91,17.43,15.99,8.76,23.17,23.03,31.43,15.12,14.63,19.74,43.01,13.98,0,0,23.66,10.47,6.58,0,8.45,16.16,29.31,9.36,9.29,17.65,13.62,15.63,15.17,16.3,0,27.87,0,15.92,23.66,0,12.47,16.29
Peptostreptococcaceae,Peptostreptococcaceae_u_g,20.45,27.99,33.42,13.61,15.66,32.65,6.71,66.77,26.01,11.93,15.85,18.33,12.76,30.7,26.43,12.51,6.79,13.14,22.71,27.51,11.64,24.98,38.24,57.75,7.18,20.59,40.63,30.48,42.86,9.66,0,24.37,38.86,21.14,65.59,39.52,31.6,19.47,20.19,22.01,5.65,8.73,9.14,0,20.1,16.65,4.87,11.14,9.44,6.92,13.92,23.83,6.69,7.97,26.45,9,0,32.89,7,12.88,17.16,9.39,8.95,11.14,10.44,4.44,4.52,10.24,23.25,17.8,17.31,5.5,12.5,0,8.55,8.04,0,14.13,5.59,14.96,0,16.37,5.89,14.2,11.59,13.97,4.74,14.03,15.13,8.15,0,25,0,0,6.47,18.02,10.68,4.91,5.06,7.25,15.29,0,5.84,15.89,13.52,0,10.68,0,10.4,0,5.16,0,20.34,14.79,0,27.9,17.08,17.81,5.3,18.88,14.35,21.78,16.25,9.12,87.11,18.47,48.67,28.6,20.21,32.3,16.84,59.62,20.94,22.19,16.34,18.69,10.85,14.89,8.63,41.94,9.61,5.3,8.87,19.18,13.23,6.03,12.12,9.01,16.34,10.87,21.74,14.82,17.37,6.07,16.88,24.46,6.96,8.47,9.59
Peptostreptococcaceae,Peptostreptococcus,1.96,1.27,1.89,0,29.96,52.78,0,21.64,2.48,0,0,0,0,1.12,0,0,0,1.19,0,1.47,0,1.57,1.73,50.57,0,0,0,0,27.08,0,0,1.52,1.33,2.13,3.39,0,49.55,1.79,26.02,0,0,0,0,1.25,0,0,0,3.12,0,0,0,1.18,0,0,0,0,0,1.45,0,0,1.86,0,1.62,0,0,0,0,0,0,0,0,1.41,0,0,0,1.1,0,0,1.29,1.45,0,0,0,0,1.43,3.28,0,2.23,1.98,0,1.48,0,0,1.23,0,0,0,0,2.23,0,0,0,1.15,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,1.29,0,1.31,0,0,0,1.17,1.66,1.74,0,1.46,0,0,1.28,1.47,22.52,0,0,0,0,11.55,3.4,0,0,14.08,19.11,0,0,0,0,0,0,11.99,0,0,0,0,13.44,0,0,0
Phyllobacteriaceae,Aminobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyllobacteriaceae,Phyllobacteriaceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planococcaceae,Ureibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37,6.23,10.19,29.86,8.94,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49,23.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.17,10.56,7.58,0,0,0,0,0,0,0,0,0,0,0,7.65,0,0,0,7.62,6.13,15.81,6.51,0,0,7.46,0,7.61,0,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonadaceae,Porphyromonas,14.63,3.04,5.8,3.75,14.36,20.32,9.39,7.14,1.94,3.53,14.56,0,13.52,38.5,0,6,9.81,77.84,7.13,13.53,9.91,1.46,3.91,1.18,11.51,9.45,5.25,3.36,3.19,7.12,8.79,5.12,27.63,7.31,1.39,8.5,4.18,11.07,7.72,3.25,5.55,17.79,11.82,11.79,10.64,20.29,12.87,22.21,9.65,12.03,10.63,15.35,11.35,17.38,1.28,7.82,2.43,16.04,10.55,42,17.91,3.46,7.41,10.94,14.54,64.69,10.93,17.59,9.04,17.39,16.22,17.77,29.73,17.23,7.16,2.15,3.09,6.12,8.89,7.37,11.42,12.68,13.51,10,12.5,10.04,19.57,56.54,13.28,26.52,17.77,23.99,7.82,47.64,9.44,9.12,10.06,12.33,9.55,10.57,9.9,8.62,10.53,20.66,19.6,8.13,49.81,7.14,9.89,8.1,17.8,44.45,10.26,13.82,65.94,13.35,6.6,21.79,18.35,14.85,2.06,26.6,12.7,10.15,9.52,42.08,8.69,7.23,45.35,4.93,20.45,2,6.98,18.83,61.35,10.65,30.88,26.66,38.77,11.91,8.46,10.08,20.51,7.4,18.07,7.6,7.78,13.64,8.89,7.68,9.49,44.91,4.64,14.52,7.27,9.43,22.71,12.27,14.39
Propionibacteriaceae,Acidipropionibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03,0,0,0,0,0,0,0,0,0,0,0,0,52.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,6.83,0,0,3.21,0,0,8.98,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,4.04,0,0,0,0,0,0
Propionibacteriaceae,Cutibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacteriaceae,Propionibacteriaceae_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudonocardiaceae,Pseudonocardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudonocardiaceae,Saccharomonospora,0,0,22.72,16.62,14.45,0,0,0,0,0,0,0,5.84,245.91,145.17,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.41,19.7,16.26,0,0,0,0,9.93,0,0,0,0,0,0,0,0,0,271.43,47.52,53.51,14.28,24.19,11.7,24,0,0,0,0,0,0,0,0,0,0,0,0,113.34,0,30.66,32.77,38.04,50.16,119.75,54.33,0,0,0,0,0,0,0,0,142.39,0,0,133.15,11.29,10.1,37.42,33.39,57.92,58.06,23,21.02,0,0,0,0,0,252.1,39.51,56.03,0,128.49,179.61,43.7,13.1,0,10.63,152.76,54.16,9.78,7.82,17.77,0,0,0,10.58,0,0,0,0,0,0,0,0,4.62,0,0,0,5.2,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,14.51,17.31,58.48,0,0,0
Pseudonocardiaceae,Saccharopolyspora,0,0,74.23,39.73,18.72,0,0,0,0,0,0,0,0,5.13,22.07,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.85,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,14.53,5.91,15.36,0,0,12.08,6.73,0,0,0,0,0,0,0,0,0,0,0,0,10.35,0,13.04,10.97,0,16.77,3.22,9.76,0,0,0,0,0,0,0,0,126.47,0,0,250.99,0,21,10.43,13.47,0,6.94,25.27,21.13,0,0,0,3.67,0,119.1,7.12,49.9,0,20.74,55.96,57.47,0,0,12.23,7.14,0,30.87,38.11,12.09,0,0,0,43.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,42.3,0,0,0,0,0,0,0,0,0,0,5.62,7.11,0
Rhodobacteraceae,Halocynthiibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,1.01,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,1.06,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0
Rhodospirillaceae,Thalassospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsiales_u_f,Rickettsiales_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,2.04,0,0,0,0,0,0,0,2.59,0,3.66,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,1.39,0,0,2.19,0,6.32,0,0,0,0,3.11
Rikenellaceae,Rikenellaceae_u_g,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
