"Label","Target","Correlation","p","Type"
"Enterobacteria phage HK140","Escherichia virus pro147",1,0,"undirected"
"Escherichia virus HK544","Escherichia virus pro147",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus pro147",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus pro147",1,0,"undirected"
"Enterobacteria phage P4","Escherichia virus pro147",0.9379287086506,1.03570751974758e-09,"undirected"
"Enterobacteria phage Sf101","Escherichia virus pro147",0.999989434765359,0,"undirected"
"Enterobacteria phage SfI","Escherichia virus pro147",0.995601474350534,0,"undirected"
"Enterobacteria phage SfV","Escherichia virus pro147",0.999966011170169,0,"undirected"
"Enterobacteria phage VT2phi_272","Escherichia virus pro147",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus pro147",0.990570498753988,0,"undirected"
"Enterobacteria phage cdtI","Escherichia virus pro147",0.997893693585293,0,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus pro147",0.945077356403577,3.53540308140055e-10,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus pro147",1,0,"undirected"
"Enterobacteria phage mEp235","Escherichia virus pro147",1,0,"undirected"
"Enterobacteria phage mEp237","Escherichia virus pro147",0.833996642943603,4.89408327020158e-06,"undirected"
"Enterobacteria phage mEp460","Escherichia virus pro147",0.92012788253096,9.37773725340207e-09,"undirected"
"Escherichia virus mEpX1","Escherichia virus pro147",1,0,"undirected"
"Escherichia virus mEpX2","Escherichia virus pro147",1,0,"undirected"
"Enterobacterial phage mEp213","Escherichia virus pro147",1,0,"undirected"
"Escherichia virus Cajan","Escherichia virus pro147",1,0,"undirected"
"Escherichia virus Min27","Escherichia virus pro147",1,0,"undirected"
"Escherichia virus Seurat","Escherichia virus pro147",1,0,"undirected"
"Escherichia phage TL-2011b","Escherichia virus pro147",0.957581520923073,3.61932706027801e-11,"undirected"
"astA","Escherichia virus pro483",0.964412361155503,7.64144303389003e-12,"undirected"
"lacY","Escherichia virus pro483",1,0,"undirected"
"lpfA","Escherichia virus pro483",1,0,"undirected"
"ompA","Escherichia virus pro483",1,0,"undirected"
"traA","Escherichia virus pro483",1,0,"undirected"
"yddA","Escherichia virus pro483",0.910599290576291,2.49556211251445e-08,"undirected"
"Plasmid 38606113","Escherichia virus pro483",0.990153843984545,0,"undirected"
"acrD","Escherichia virus pro483",0.899000407255393,7.16298618197442e-08,"undirected"
"acrE","Escherichia virus pro483",1,0,"undirected"
"acrF","Escherichia virus pro483",1,0,"undirected"
"acrS","Escherichia virus pro483",0.920558164523759,8.94706353449237e-09,"undirected"
"arnA","Escherichia virus pro483",1,0,"undirected"
"bacA","Escherichia virus pro483",0.995756806002765,0,"undirected"
"baeR","Escherichia virus pro483",1,0,"undirected"
"baeS","Escherichia virus pro483",0.969106130507908,2.17648121747516e-12,"undirected"
"blaAmpC","Escherichia virus pro483",1,0,"undirected"
"blaAmpH","Escherichia virus pro483",1,0,"undirected"
"cpxA","Escherichia virus pro483",0.945797323659147,3.14785530974859e-10,"undirected"
"cpxR","Escherichia virus pro483",0.928851547393276,3.42067929537393e-09,"undirected"
"crp","Escherichia virus pro483",0.822467301380168,8.5648359853252e-06,"undirected"
"emrA","Escherichia virus pro483",0.936011419522691,1.35227162800788e-09,"undirected"
"emrB","Escherichia virus pro483",1,0,"undirected"
"emrK","Escherichia virus pro483",0.879047579464885,3.36546166490592e-07,"undirected"
"evgA","Escherichia virus pro483",1,0,"undirected"
"evgS","Escherichia virus pro483",0.970523057090858,1.43396405860585e-12,"undirected"
"gadX","Escherichia virus pro483",0.913584329705049,1.85898736404511e-08,"undirected"
"H NS","Escherichia virus pro483",0.983369571633198,8.65973959207622e-15,"undirected"
"marA","Escherichia virus pro483",0.80937367043273,1.54419138382877e-05,"undirected"
"mdfA","Escherichia virus pro483",0.845688909009703,2.65322097803278e-06,"undirected"
"mdtA","Escherichia virus pro483",1,0,"undirected"
"mdtB","Escherichia virus pro483",1,0,"undirected"
"mdtC","Escherichia virus pro483",1,0,"undirected"
"mdtD","Escherichia virus pro483",0.841787064899511,3.27230862295913e-06,"undirected"
"mdtE","Escherichia virus pro483",1,0,"undirected"
"mdtF","Escherichia virus pro483",1,0,"undirected"
"mdtG","Escherichia virus pro483",1,0,"undirected"
"mdtH","Escherichia virus pro483",0.991409548052694,0,"undirected"
"mdtK","Escherichia virus pro483",0.894454002470525,1.04656545429904e-07,"undirected"
"mdtL","Escherichia virus pro483",0.817239681206437,1.0897316365277e-05,"undirected"
"mdtM","Escherichia virus pro483",0.958361294986136,3.07147640654648e-11,"undirected"
"mdtN","Escherichia virus pro483",1,0,"undirected"
"mdtO","Escherichia virus pro483",0.951820240704083,1.11489040222068e-10,"undirected"
"mdtP","Escherichia virus pro483",0.983634559604074,7.54951656745106e-15,"undirected"
"pbp2","Escherichia virus pro483",0.978137515708896,1.00142116821189e-13,"undirected"
"pbp4","Escherichia virus pro483",1,0,"undirected"
"phoP","Escherichia virus pro483",0.964524420119938,7.43072270381617e-12,"undirected"
"phoQ","Escherichia virus pro483",1,0,"undirected"
"pmrA","Escherichia virus pro483",1,0,"undirected"
"pmrB","Escherichia virus pro483",1,0,"undirected"
"pmrC","Escherichia virus pro483",0.97061819691596,1.39310785129965e-12,"undirected"
"pmrF","Escherichia virus pro483",0.993238328726692,0,"undirected"
"tolC","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage BP-4795","Escherichia virus pro483",0.846338517463961,2.56076187366006e-06,"undirected"
"Escherichia virus HK106","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus pro483",1,0,"undirected"
"Escherichia virus HK544","Escherichia virus pro483",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage P4","Escherichia virus pro483",0.937928708650599,1.03570751974758e-09,"undirected"
"Enterobacteria phage Sf101","Escherichia virus pro483",0.999989434765359,0,"undirected"
"Enterobacteria phage SfI","Escherichia virus pro483",0.995601474350535,0,"undirected"
"Enterobacteria phage SfV","Escherichia virus pro483",0.999966011170169,0,"undirected"
"Enterobacteria phage VT2phi_272","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus pro483",0.990570498753988,0,"undirected"
"Enterobacteria phage cdtI","Escherichia virus pro483",0.997893693585293,0,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus pro483",0.945077356403577,3.53540308140055e-10,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage mEp235","Escherichia virus pro483",1,0,"undirected"
"Enterobacteria phage mEp237","Escherichia virus pro483",0.833996642943603,4.89408327020158e-06,"undirected"
"Enterobacteria phage mEp460","Escherichia virus pro483",0.92012788253096,9.37773725340207e-09,"undirected"
"Escherichia virus mEpX1","Escherichia virus pro483",1,0,"undirected"
"Escherichia virus mEpX2","Escherichia virus pro483",1,0,"undirected"
"Enterobacterial phage mEp213","Escherichia virus pro483",1,0,"undirected"
"Escherichia virus Cajan","Escherichia virus pro483",1,0,"undirected"
"Escherichia virus Min27","Escherichia virus pro483",1,0,"undirected"
"Escherichia virus Seurat","Escherichia virus pro483",1,0,"undirected"
"Escherichia phage TL-2011b","Escherichia virus pro483",0.957581520923073,3.61932706027801e-11,"undirected"
"Escherichia virus pro147","Escherichia virus pro483",1,0,"undirected"
"astA","Escherichia phage slur01",0.964412361155502,7.64144303389003e-12,"undirected"
"lacY","Escherichia phage slur01",1,0,"undirected"
"lpfA","Escherichia phage slur01",1,0,"undirected"
"ompA","Escherichia phage slur01",1,0,"undirected"
"traA","Escherichia phage slur01",1,0,"undirected"
"yddA","Escherichia phage slur01",0.910599290576291,2.49556211251445e-08,"undirected"
"Plasmid 38606113","Escherichia phage slur01",0.990153843984545,0,"undirected"
"acrD","Escherichia phage slur01",0.899000407255393,7.16298618197442e-08,"undirected"
"acrE","Escherichia phage slur01",1,0,"undirected"
"acrF","Escherichia phage slur01",1,0,"undirected"
"acrS","Escherichia phage slur01",0.920558164523759,8.94706353449237e-09,"undirected"
"arnA","Escherichia phage slur01",1,0,"undirected"
"bacA","Escherichia phage slur01",0.995756806002765,0,"undirected"
"baeR","Escherichia phage slur01",1,0,"undirected"
"baeS","Escherichia phage slur01",0.969106130507908,2.17648121747516e-12,"undirected"
"blaAmpC","Escherichia phage slur01",1,0,"undirected"
"blaAmpH","Escherichia phage slur01",1,0,"undirected"
"cpxA","Escherichia phage slur01",0.945797323659147,3.14785530974859e-10,"undirected"
"cpxR","Escherichia phage slur01",0.928851547393276,3.42067929537393e-09,"undirected"
"crp","Escherichia phage slur01",0.822467301380168,8.5648359853252e-06,"undirected"
"emrA","Escherichia phage slur01",0.936011419522691,1.35227162800788e-09,"undirected"
"emrB","Escherichia phage slur01",1,0,"undirected"
"emrK","Escherichia phage slur01",0.879047579464885,3.36546166490592e-07,"undirected"
"evgA","Escherichia phage slur01",1,0,"undirected"
"evgS","Escherichia phage slur01",0.970523057090858,1.43396405860585e-12,"undirected"
"gadX","Escherichia phage slur01",0.913584329705049,1.85898736404511e-08,"undirected"
"H NS","Escherichia phage slur01",0.983369571633198,8.65973959207622e-15,"undirected"
"marA","Escherichia phage slur01",0.80937367043273,1.54419138382877e-05,"undirected"
"mdfA","Escherichia phage slur01",0.845688909009703,2.65322097803278e-06,"undirected"
"mdtA","Escherichia phage slur01",1,0,"undirected"
"mdtB","Escherichia phage slur01",1,0,"undirected"
"mdtC","Escherichia phage slur01",1,0,"undirected"
"mdtD","Escherichia phage slur01",0.841787064899511,3.27230862295913e-06,"undirected"
"mdtE","Escherichia phage slur01",1,0,"undirected"
"mdtF","Escherichia phage slur01",1,0,"undirected"
"mdtG","Escherichia phage slur01",1,0,"undirected"
"mdtH","Escherichia phage slur01",0.991409548052694,0,"undirected"
"mdtK","Escherichia phage slur01",0.894454002470525,1.04656545429904e-07,"undirected"
"mdtL","Escherichia phage slur01",0.817239681206437,1.0897316365277e-05,"undirected"
"mdtM","Escherichia phage slur01",0.958361294986136,3.07147640654648e-11,"undirected"
"mdtN","Escherichia phage slur01",1,0,"undirected"
"mdtO","Escherichia phage slur01",0.951820240704083,1.11489040222068e-10,"undirected"
"mdtP","Escherichia phage slur01",0.983634559604074,7.54951656745106e-15,"undirected"
"pbp2","Escherichia phage slur01",0.978137515708896,1.00142116821189e-13,"undirected"
"pbp4","Escherichia phage slur01",1,0,"undirected"
"phoP","Escherichia phage slur01",0.964524420119938,7.43072270381617e-12,"undirected"
"phoQ","Escherichia phage slur01",1,0,"undirected"
"pmrA","Escherichia phage slur01",1,0,"undirected"
"pmrB","Escherichia phage slur01",1,0,"undirected"
"pmrC","Escherichia phage slur01",0.970618196915959,1.39310785129965e-12,"undirected"
"pmrF","Escherichia phage slur01",0.993238328726692,0,"undirected"
"tolC","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage BP-4795","Escherichia phage slur01",0.846338517463961,2.56076187366006e-06,"undirected"
"Escherichia virus HK106","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus HK544","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus HK633","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage P4","Escherichia phage slur01",0.9379287086506,1.03570751974758e-09,"undirected"
"Enterobacteria phage Sf101","Escherichia phage slur01",0.999989434765359,0,"undirected"
"Enterobacteria phage SfI","Escherichia phage slur01",0.995601474350535,0,"undirected"
"Enterobacteria phage SfV","Escherichia phage slur01",0.999966011170169,0,"undirected"
"Enterobacteria phage VT2phi_272","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia phage slur01",0.990570498753988,0,"undirected"
"Enterobacteria phage cdtI","Escherichia phage slur01",0.997893693585293,0,"undirected"
"Escherichia virus fiAA91ss","Escherichia phage slur01",0.945077356403576,3.53540308140055e-10,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage mEp235","Escherichia phage slur01",1,0,"undirected"
"Enterobacteria phage mEp237","Escherichia phage slur01",0.833996642943603,4.89408327020158e-06,"undirected"
"Enterobacteria phage mEp460","Escherichia phage slur01",0.92012788253096,9.37773725340207e-09,"undirected"
"Escherichia virus mEpX1","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus mEpX2","Escherichia phage slur01",1,0,"undirected"
"Enterobacterial phage mEp213","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus Cajan","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus Min27","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus Seurat","Escherichia phage slur01",1,0,"undirected"
"Escherichia phage TL-2011b","Escherichia phage slur01",0.957581520923073,3.61932706027801e-11,"undirected"
"Escherichia virus pro147","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus pro483","Escherichia phage slur01",1,0,"undirected"
"astA","Escherichia virus 24B",0.964412361155503,7.64144303389003e-12,"undirected"
"lacY","Escherichia virus 24B",1,0,"undirected"
"lpfA","Escherichia virus 24B",1,0,"undirected"
"ompA","Escherichia virus 24B",1,0,"undirected"
"traA","Escherichia virus 24B",1,0,"undirected"
"yddA","Escherichia virus 24B",0.910599290576291,2.49556211251445e-08,"undirected"
"Plasmid 38606113","Escherichia virus 24B",0.990153843984545,0,"undirected"
"acrD","Escherichia virus 24B",0.899000407255393,7.16298618197442e-08,"undirected"
"acrE","Escherichia virus 24B",1,0,"undirected"
"acrF","Escherichia virus 24B",1,0,"undirected"
"acrS","Escherichia virus 24B",0.920558164523759,8.94706353449237e-09,"undirected"
"arnA","Escherichia virus 24B",1,0,"undirected"
"bacA","Escherichia virus 24B",0.995756806002765,0,"undirected"
"baeR","Escherichia virus 24B",1,0,"undirected"
"baeS","Escherichia virus 24B",0.969106130507908,2.17648121747516e-12,"undirected"
"blaAmpC","Escherichia virus 24B",1,0,"undirected"
"blaAmpH","Escherichia virus 24B",1,0,"undirected"
"cpxA","Escherichia virus 24B",0.945797323659147,3.14785530974859e-10,"undirected"
"cpxR","Escherichia virus 24B",0.928851547393275,3.42067929537393e-09,"undirected"
"crp","Escherichia virus 24B",0.822467301380168,8.5648359853252e-06,"undirected"
"emrA","Escherichia virus 24B",0.936011419522691,1.35227162800788e-09,"undirected"
"emrB","Escherichia virus 24B",1,0,"undirected"
"emrK","Escherichia virus 24B",0.879047579464885,3.36546166490592e-07,"undirected"
"evgA","Escherichia virus 24B",1,0,"undirected"
"evgS","Escherichia virus 24B",0.970523057090858,1.43396405860585e-12,"undirected"
"gadX","Escherichia virus 24B",0.913584329705049,1.85898736404511e-08,"undirected"
"H NS","Escherichia virus 24B",0.983369571633198,8.65973959207622e-15,"undirected"
"marA","Escherichia virus 24B",0.80937367043273,1.54419138382877e-05,"undirected"
"mdfA","Escherichia virus 24B",0.845688909009703,2.65322097803278e-06,"undirected"
"mdtA","Escherichia virus 24B",1,0,"undirected"
"mdtB","Escherichia virus 24B",1,0,"undirected"
"mdtC","Escherichia virus 24B",1,0,"undirected"
"mdtD","Escherichia virus 24B",0.841787064899511,3.27230862295913e-06,"undirected"
"mdtE","Escherichia virus 24B",1,0,"undirected"
"mdtF","Escherichia virus 24B",1,0,"undirected"
"mdtG","Escherichia virus 24B",1,0,"undirected"
"mdtH","Escherichia virus 24B",0.991409548052694,0,"undirected"
"mdtK","Escherichia virus 24B",0.894454002470525,1.04656545429904e-07,"undirected"
"mdtL","Escherichia virus 24B",0.817239681206437,1.0897316365277e-05,"undirected"
"mdtM","Escherichia virus 24B",0.958361294986136,3.07147640654648e-11,"undirected"
"mdtN","Escherichia virus 24B",1,0,"undirected"
"mdtO","Escherichia virus 24B",0.951820240704083,1.11489040222068e-10,"undirected"
"mdtP","Escherichia virus 24B",0.983634559604074,7.54951656745106e-15,"undirected"
"pbp2","Escherichia virus 24B",0.978137515708896,1.00142116821189e-13,"undirected"
"pbp4","Escherichia virus 24B",1,0,"undirected"
"phoP","Escherichia virus 24B",0.964524420119938,7.43072270381617e-12,"undirected"
"phoQ","Escherichia virus 24B",1,0,"undirected"
"pmrA","Escherichia virus 24B",1,0,"undirected"
"pmrB","Escherichia virus 24B",1,0,"undirected"
"pmrC","Escherichia virus 24B",0.97061819691596,1.39310785129965e-12,"undirected"
"pmrF","Escherichia virus 24B",0.993238328726692,0,"undirected"
"tolC","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage BP-4795","Escherichia virus 24B",0.846338517463961,2.56076187366006e-06,"undirected"
"Escherichia virus HK106","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus HK544","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage P4","Escherichia virus 24B",0.937928708650599,1.03570751974758e-09,"undirected"
"Enterobacteria phage Sf101","Escherichia virus 24B",0.999989434765359,0,"undirected"
"Enterobacteria phage SfI","Escherichia virus 24B",0.995601474350535,0,"undirected"
"Enterobacteria phage SfV","Escherichia virus 24B",0.999966011170169,0,"undirected"
"Enterobacteria phage VT2phi_272","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus 24B",0.990570498753988,0,"undirected"
"Enterobacteria phage cdtI","Escherichia virus 24B",0.997893693585293,0,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus 24B",0.945077356403577,3.53540308140055e-10,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage mEp235","Escherichia virus 24B",1,0,"undirected"
"Enterobacteria phage mEp237","Escherichia virus 24B",0.833996642943604,4.89408327020158e-06,"undirected"
"Enterobacteria phage mEp460","Escherichia virus 24B",0.92012788253096,9.37773725340207e-09,"undirected"
"Escherichia virus mEpX1","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus mEpX2","Escherichia virus 24B",1,0,"undirected"
"Enterobacterial phage mEp213","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus Cajan","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus Min27","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus Seurat","Escherichia virus 24B",1,0,"undirected"
"Escherichia phage TL-2011b","Escherichia virus 24B",0.957581520923073,3.61932706027801e-11,"undirected"
"Escherichia virus pro147","Escherichia virus 24B",1,0,"undirected"
"Escherichia virus pro483","Escherichia virus 24B",1,0,"undirected"
"Escherichia phage slur01","Escherichia virus 24B",1,0,"undirected"
"astA","Escherichia virus 186",0.964412361155503,7.64144303389003e-12,"undirected"
"lacY","Escherichia virus 186",1,0,"undirected"
"lpfA","Escherichia virus 186",1,0,"undirected"
"ompA","Escherichia virus 186",1,0,"undirected"
"traA","Escherichia virus 186",1,0,"undirected"
"yddA","Escherichia virus 186",0.910599290576291,2.49556211251445e-08,"undirected"
"Plasmid 38606113","Escherichia virus 186",0.990153843984545,0,"undirected"
"acrD","Escherichia virus 186",0.899000407255394,7.16298618197442e-08,"undirected"
"acrE","Escherichia virus 186",1,0,"undirected"
"acrF","Escherichia virus 186",1,0,"undirected"
"acrS","Escherichia virus 186",0.920558164523759,8.94706353449237e-09,"undirected"
"arnA","Escherichia virus 186",1,0,"undirected"
"bacA","Escherichia virus 186",0.995756806002765,0,"undirected"
"baeR","Escherichia virus 186",1,0,"undirected"
"baeS","Escherichia virus 186",0.969106130507908,2.17648121747516e-12,"undirected"
"blaAmpC","Escherichia virus 186",1,0,"undirected"
"blaAmpH","Escherichia virus 186",1,0,"undirected"
"cpxA","Escherichia virus 186",0.945797323659147,3.14785530974859e-10,"undirected"
"cpxR","Escherichia virus 186",0.928851547393275,3.42067929537393e-09,"undirected"
"crp","Escherichia virus 186",0.822467301380168,8.5648359853252e-06,"undirected"
"emrA","Escherichia virus 186",0.936011419522691,1.35227162800788e-09,"undirected"
"emrB","Escherichia virus 186",1,0,"undirected"
"emrK","Escherichia virus 186",0.879047579464885,3.36546166490592e-07,"undirected"
"evgA","Escherichia virus 186",1,0,"undirected"
"evgS","Escherichia virus 186",0.970523057090858,1.43396405860585e-12,"undirected"
"gadX","Escherichia virus 186",0.913584329705049,1.85898736404511e-08,"undirected"
"H NS","Escherichia virus 186",0.983369571633198,8.65973959207622e-15,"undirected"
"marA","Escherichia virus 186",0.80937367043273,1.54419138382877e-05,"undirected"
"mdfA","Escherichia virus 186",0.845688909009703,2.65322097803278e-06,"undirected"
"mdtA","Escherichia virus 186",1,0,"undirected"
"mdtB","Escherichia virus 186",1,0,"undirected"
"mdtC","Escherichia virus 186",1,0,"undirected"
"mdtD","Escherichia virus 186",0.841787064899511,3.27230862295913e-06,"undirected"
"mdtE","Escherichia virus 186",1,0,"undirected"
"mdtF","Escherichia virus 186",1,0,"undirected"
"mdtG","Escherichia virus 186",1,0,"undirected"
"mdtH","Escherichia virus 186",0.991409548052694,0,"undirected"
"mdtK","Escherichia virus 186",0.894454002470525,1.04656545429904e-07,"undirected"
"mdtL","Escherichia virus 186",0.817239681206437,1.0897316365277e-05,"undirected"
"mdtM","Escherichia virus 186",0.958361294986136,3.07147640654648e-11,"undirected"
"mdtN","Escherichia virus 186",1,0,"undirected"
"mdtO","Escherichia virus 186",0.951820240704083,1.11489040222068e-10,"undirected"
"mdtP","Escherichia virus 186",0.983634559604074,7.54951656745106e-15,"undirected"
"pbp2","Escherichia virus 186",0.978137515708896,1.00142116821189e-13,"undirected"
"pbp4","Escherichia virus 186",1,0,"undirected"
"phoP","Escherichia virus 186",0.964524420119938,7.43072270381617e-12,"undirected"
"phoQ","Escherichia virus 186",1,0,"undirected"
"pmrA","Escherichia virus 186",1,0,"undirected"
"pmrB","Escherichia virus 186",1,0,"undirected"
"pmrC","Escherichia virus 186",0.97061819691596,1.39310785129965e-12,"undirected"
"pmrF","Escherichia virus 186",0.993238328726692,0,"undirected"
"tolC","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage BP-4795","Escherichia virus 186",0.846338517463961,2.56076187366006e-06,"undirected"
"Escherichia virus HK106","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus 186",1,0,"undirected"
"Escherichia virus HK544","Escherichia virus 186",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage P4","Escherichia virus 186",0.9379287086506,1.03570751974758e-09,"undirected"
"Enterobacteria phage Sf101","Escherichia virus 186",0.999989434765359,0,"undirected"
"Enterobacteria phage SfI","Escherichia virus 186",0.995601474350535,0,"undirected"
"Enterobacteria phage SfV","Escherichia virus 186",0.999966011170169,0,"undirected"
"Enterobacteria phage VT2phi_272","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus 186",0.990570498753988,0,"undirected"
"Enterobacteria phage cdtI","Escherichia virus 186",0.997893693585293,0,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus 186",0.945077356403576,3.53540308140055e-10,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage mEp235","Escherichia virus 186",1,0,"undirected"
"Enterobacteria phage mEp237","Escherichia virus 186",0.833996642943603,4.89408327020158e-06,"undirected"
"Enterobacteria phage mEp460","Escherichia virus 186",0.92012788253096,9.37773725340207e-09,"undirected"
"Escherichia virus mEpX1","Escherichia virus 186",1,0,"undirected"
"Escherichia virus mEpX2","Escherichia virus 186",1,0,"undirected"
"Enterobacterial phage mEp213","Escherichia virus 186",1,0,"undirected"
"Escherichia virus Cajan","Escherichia virus 186",1,0,"undirected"
"Escherichia virus Min27","Escherichia virus 186",1,0,"undirected"
"Escherichia virus Seurat","Escherichia virus 186",1,0,"undirected"
"Escherichia phage TL-2011b","Escherichia virus 186",0.957581520923073,3.61932706027801e-11,"undirected"
"Escherichia virus pro147","Escherichia virus 186",1,0,"undirected"
"Escherichia virus pro483","Escherichia virus 186",1,0,"undirected"
"Escherichia phage slur01","Escherichia virus 186",1,0,"undirected"
"Escherichia virus 24B","Escherichia virus 186",1,0,"undirected"
"astA","Escherichia virus HK022",0.964324810973139,7.8097528444232e-12,"undirected"
"lacY","Escherichia virus HK022",0.999986970505118,0,"undirected"
"lpfA","Escherichia virus HK022",0.999986970505118,0,"undirected"
"ompA","Escherichia virus HK022",0.999986970505118,0,"undirected"
"traA","Escherichia virus HK022",0.999986970505118,0,"undirected"
"yddA","Escherichia virus HK022",0.91269718402089,2.03123018405194e-08,"undirected"
"Plasmid 38606113","Escherichia virus HK022",0.990101243598922,0,"undirected"
"acrD","Escherichia virus HK022",0.898810083167861,7.28017868212305e-08,"undirected"
"acrE","Escherichia virus HK022",0.999986970505118,0,"undirected"
"acrF","Escherichia virus HK022",0.999986970505118,0,"undirected"
"acrS","Escherichia virus HK022",0.920435394739312,9.06813091283709e-09,"undirected"
"arnA","Escherichia virus HK022",0.999986970505119,0,"undirected"
"bacA","Escherichia virus HK022",0.996213593517184,0,"undirected"
"baeR","Escherichia virus HK022",0.999986970505119,0,"undirected"
"baeS","Escherichia virus HK022",0.96902355549905,2.22888374423746e-12,"undirected"
"blaAmpC","Escherichia virus HK022",0.999986970505119,0,"undirected"
"blaAmpH","Escherichia virus HK022",0.999986970505118,0,"undirected"
"cpxA","Escherichia virus HK022",0.945692899463798,3.20162563127724e-10,"undirected"
"cpxR","Escherichia virus HK022",0.928664599573334,3.49999917936827e-09,"undirected"
"crp","Escherichia virus HK022",0.822237770384315,8.6572890840575e-06,"undirected"
"emrA","Escherichia virus HK022",0.935899405491055,1.37315714354713e-09,"undirected"
"emrB","Escherichia virus HK022",0.999986970505119,0,"undirected"
"emrK","Escherichia virus HK022",0.880295166655672,3.08015035699327e-07,"undirected"
"evgA","Escherichia virus HK022",0.999986970505118,0,"undirected"
"evgS","Escherichia virus HK022",0.971367385198037,1.10733644476113e-12,"undirected"
"gadX","Escherichia virus HK022",0.913410259851749,1.89173161579959e-08,"undirected"
"H NS","Escherichia virus HK022",0.983305252754973,8.88178419700125e-15,"undirected"
"marA","Escherichia virus HK022",0.809196568640657,1.55607377640976e-05,"undirected"
"mdfA","Escherichia virus HK022",0.845526540018142,2.67678076104616e-06,"undirected"
"mdtA","Escherichia virus HK022",0.999986970505118,0,"undirected"
"mdtB","Escherichia virus HK022",0.999986970505118,0,"undirected"
"mdtC","Escherichia virus HK022",0.999986970505118,0,"undirected"
"mdtD","Escherichia virus HK022",0.841568806568636,3.31037670164847e-06,"undirected"
"mdtE","Escherichia virus HK022",0.999986970505118,0,"undirected"
"mdtF","Escherichia virus HK022",0.999986970505119,0,"undirected"
"mdtG","Escherichia virus HK022",0.999986970505119,0,"undirected"
"mdtH","Escherichia virus HK022",0.991359537383946,0,"undirected"
"mdtK","Escherichia virus HK022",0.894315534016325,1.05843565023633e-07,"undirected"
"mdtL","Escherichia virus HK022",0.817006934481966,1.10128675623322e-05,"undirected"
"mdtM","Escherichia virus HK022",0.958267823899525,3.13300496657121e-11,"undirected"
"mdtN","Escherichia virus HK022",0.999986970505118,0,"undirected"
"mdtO","Escherichia virus HK022",0.951720871446367,1.13534071033428e-10,"undirected"
"mdtP","Escherichia virus HK022",0.983570645854738,7.7715611723761e-15,"undirected"
"pbp2","Escherichia virus HK022",0.977995708677311,1.06137321154165e-13,"undirected"
"pbp4","Escherichia virus HK022",0.999986970505118,0,"undirected"
